call_id,gold_actual
J19_S035443,환불요청
J16_S001860,서비스이용
J19_S013526,불만제기
J18_S003248,환불요청
J19_S011293,불만제기
J18_S006188,교환반품
J16_S004169,서비스이용
J18_S012403,환불요청
J18_S009204,교환반품
J18_S013113,교환반품
J18_S020679,배송확인
J19_S004941,환불요청
J18_S018209,환불요청
J19_S026273,환불요청
J19_S002511,불만제기
J18_S010237,배송확인
J18_S022154,환불요청
J16_S003117,서비스이용
J18_S005403,불만제기
J18_S018447,배송확인
J18_S006394,환불요청
J19_S026038,불만제기
J18_S002624,배송확인
J19_S006565,주문취소
J19_S013178,불만제기
J18_S002515,불만제기
J18_S012425,배송확인
J18_S002301,교환반품
J19_S024365,환불요청
J19_S029018,환불요청
J18_S016877,교환반품
J18_S012177,배송확인
J19_S030534,불만제기
J17_S000933,서비스이용
J17_S002324,서비스이용
J19_S026526,서비스이용
J17_S004547,서비스이용
J19_S016360,불만제기
J19_S018793,서비스이용
J18_S011306,환불요청
J19_S034211,구매진행
J17_S000499,서비스이용
J18_S011821,환불요청
J19_S026305,주문취소
J18_S015501,서비스이용
J18_S013331,배송확인
J18_S003865,배송확인
J19_S032930,환불요청
J18_S015649,교환반품
J16_S002194,서비스이용
J16_S000225,서비스이용
J19_S030126,불만제기
J19_S032450,환불요청
J19_S013501,서비스이용
J18_S021447,환불요청
J18_S012980,불만제기
J19_S034460,환불요청
J16_S001122,서비스이용
J18_S012661,불만제기
J17_S002532,불만제기
J17_S002810,서비스이용
J17_S001568,환불요청
J16_S004640,서비스이용
J17_S003052,서비스이용
J18_S020712,교환반품
J18_S013609,배송확인
J18_S015650,배송확인
J19_S010242,서비스이용
J18_S017276,불만제기
J18_S019705,환불요청
J18_S001799,환불요청
J19_S008924,환불요청
J19_S003098,환불요청
J18_S020091,환불요청
J19_S001542,환불요청
J19_S028978,환불요청
J18_S007971,교환반품
J16_S000262,서비스이용
J19_S014335,환불요청
J19_S009314,서비스이용
J19_S033396,교환반품
J16_S001124,서비스이용
J19_S026139,환불요청
J18_S011118,환불요청
J19_S018187,환불요청
J19_S014159,구매진행
J19_S013058,환불요청
J18_S008327,환불요청
J19_S024972,환불요청
J18_S016114,서비스이용
J19_S001091,환불요청
J17_S005107,서비스이용
J17_S005467,서비스이용
J16_S005860,서비스이용
J16_S003048,서비스이용
J19_S015254,환불요청
J18_S005728,환불요청
J19_S035575,배송확인
J19_S009720,환불요청
J19_S025014,환불요청
J19_S028107,환불요청
J19_S037407,환불요청
J16_S004544,서비스이용
J19_S032882,환불요청
J18_S009247,배송확인
J19_S036879,배송확인
J18_S008275,배송확인
J18_S012459,배송확인
J19_S036152,배송확인
J17_S005682,서비스이용
J19_S029438,교환반품
J18_S002138,교환반품
J17_S003333,서비스이용
J18_S014372,환불요청
J19_S015252,불만제기
J16_S001956,서비스이용
J19_S006704,환불요청
J17_S003545,서비스이용
J19_S002188,환불요청
J18_S017031,배송확인
J18_S021058,불만제기
J18_S012277,불만제기
J19_S002091,서비스이용
J18_S001260,환불요청
J18_S022023,교환반품
J19_S022506,환불요청
J16_S003119,서비스이용
J19_S013776,환불요청
J19_S030338,교환반품
J16_S006272,환불요청
J19_S030777,환불요청
J16_S004581,서비스이용
J19_S018037,환불요청
J18_S011714,환불요청
J19_S011741,구매진행
J19_S022477,환불요청
J18_S019434,배송확인
J19_S026732,배송확인
J18_S019335,배송확인
J19_S036913,환불요청
J19_S031987,불만제기
J16_S006943,서비스이용
J19_S020317,불만제기
J18_S018415,환불요청
J19_S013249,불만제기
J19_S009624,주문취소
J19_S025499,서비스이용
J18_S022392,환불요청
J18_S017297,서비스이용
J19_S021216,구매진행
J17_S003785,서비스이용
J19_S012385,서비스이용
J18_S004262,교환반품
J19_S020733,주문취소
J19_S011986,환불요청
J19_S018268,환불요청
J19_S037138,서비스이용
J18_S002384,불만제기
J19_S022866,서비스이용
J16_S004033,서비스이용
J18_S011667,교환반품
J19_S022403,환불요청
J18_S013307,불만제기
J17_S005301,서비스이용
J17_S001782,서비스이용
J17_S002017,서비스이용
J18_S002885,배송확인
J19_S015153,환불요청
J19_S019681,환불요청
J19_S028682,환불요청
J17_S004527,서비스이용
J19_S002923,서비스이용
J19_S029972,환불요청
J19_S031631,환불요청
J18_S002263,환불요청
J19_S034502,불만제기
J19_S013215,환불요청
J18_S009380,주문취소
J18_S020174,배송확인
J19_S003538,서비스이용
J18_S009982,배송확인
J16_S001222,서비스이용
J18_S004767,배송확인
J18_S010896,환불요청
J17_S006481,서비스이용
J17_S001171,서비스이용
J18_S022271,불만제기
J19_S036614,배송확인
J19_S030230,환불요청
J19_S022707,서비스이용
J19_S012681,서비스이용
J19_S020186,환불요청
J19_S024839,환불요청
J17_S001789,서비스이용
J16_S006718,서비스이용
J18_S018387,교환반품
J18_S006594,배송확인
J19_S022982,환불요청
J18_S020708,교환반품
J19_S017332,환불요청
J19_S028997,환불요청
J19_S015110,환불요청
J19_S008372,환불요청
J19_S011863,환불요청
J18_S002649,불만제기
J18_S007170,교환반품
J19_S030564,환불요청
J19_S012600,환불요청
J18_S015241,불만제기
J16_S000278,서비스이용
J18_S000859,교환반품
J19_S007946,서비스이용
J17_S003898,서비스이용
J19_S004878,환불요청
J19_S009364,불만제기
J19_S014736,서비스이용
J18_S010724,환불요청
J18_S018264,배송확인
J18_S010691,구매진행
J19_S022353,환불요청
J18_S004653,불만제기
J19_S031660,주문취소
J19_S024723,환불요청
J19_S034509,주문취소
J18_S015078,배송확인
J18_S013039,환불요청
J19_S022064,배송확인
J19_S020369,환불요청
J18_S019003,불만제기
J19_S007905,환불요청
J19_S003422,환불요청
J19_S035105,환불요청
J19_S014816,환불요청
J18_S015301,교환반품
J19_S018770,배송확인
J18_S005033,환불요청
J18_S009474,환불요청
J16_S001247,서비스이용
J18_S017037,환불요청
J18_S000271,배송확인
J18_S008605,환불요청
J19_S012706,불만제기
J19_S019177,환불요청
J19_S028356,구매진행
J19_S014787,환불요청
J18_S021053,환불요청
J19_S022760,구매진행
J19_S034458,불만제기
J19_S016568,환불요청
J18_S010479,배송확인
J19_S008146,구매진행
J19_S029984,환불요청
J19_S011491,환불요청
J16_S000972,서비스이용
J16_S004891,서비스이용
J18_S012433,불만제기
J19_S030753,환불요청
J18_S011848,환불요청
J18_S001664,서비스이용
J17_S005551,서비스이용
J18_S009241,교환반품
J19_S000924,환불요청
J18_S022981,교환반품
J19_S033236,구매진행
J19_S023724,환불요청
J19_S013120,환불요청
J17_S000177,불만제기
J19_S029652,환불요청
J18_S016412,배송확인
J19_S027628,환불요청
J18_S002150,환불요청
J17_S002815,구매진행
J18_S010280,서비스이용
J19_S038325,환불요청
J17_S004498,서비스이용
J19_S029076,환불요청
J19_S028370,환불요청
J18_S018346,교환반품
J19_S012164,환불요청
J16_S003874,서비스이용
J16_S003221,서비스이용
J18_S001764,배송확인
J19_S026045,주문취소
J19_S024916,환불요청
J19_S000240,불만제기
J19_S033804,환불요청
J19_S023287,서비스이용
J19_S038236,서비스이용
J18_S000242,교환반품
J18_S010179,환불요청
J19_S037261,환불요청
J19_S005125,환불요청
J18_S020062,불만제기
J19_S029303,환불요청
J17_S003626,서비스이용
J18_S014519,배송확인
J19_S024739,환불요청
J18_S022739,주문취소
J19_S026989,불만제기
J19_S013550,환불요청
J19_S008915,서비스이용
J16_S005668,서비스이용
J18_S021745,구매진행
J17_S002463,서비스이용
J19_S000152,환불요청
J18_S003797,교환반품
J19_S025719,환불요청
J18_S012269,불만제기
J16_S002297,서비스이용
J18_S001940,교환반품
J19_S010852,주문취소
J19_S003301,환불요청
J19_S018848,환불요청
J18_S013140,환불요청
J16_S000336,서비스이용
J19_S011352,서비스이용
J18_S010745,교환반품
J16_S002866,서비스이용
J19_S030265,환불요청
J19_S019742,환불요청
J16_S003335,서비스이용
J19_S003436,서비스이용
J19_S037468,환불요청
J19_S014403,환불요청
J18_S011733,환불요청
J17_S000210,구매진행
J18_S020447,교환반품
J18_S000687,배송확인
J17_S002215,서비스이용
J19_S027007,환불요청
J19_S036991,불만제기
J19_S032873,환불요청
J19_S036256,교환반품
J16_S000760,서비스이용
J19_S019226,환불요청
J19_S010559,불만제기
J19_S001475,환불요청
J19_S017245,구매진행
J19_S005628,환불요청
J19_S005927,환불요청
J18_S020584,환불요청
J19_S034962,환불요청
J18_S000790,환불요청
J19_S022907,환불요청
J18_S003742,환불요청
J18_S001757,불만제기
J16_S001581,서비스이용
J18_S015533,교환반품
J19_S015035,환불요청
J18_S015551,환불요청
J19_S028073,환불요청
J19_S032212,서비스이용
J19_S021174,주문취소
J19_S005522,불만제기
J18_S002276,환불요청
J18_S009085,교환반품
J19_S013041,환불요청
J18_S017177,배송확인
J18_S011607,교환반품
J19_S011698,환불요청
J19_S002089,환불요청
J16_S005035,서비스이용
J19_S013560,환불요청
J18_S010856,교환반품
J19_S000782,환불요청
J17_S002961,서비스이용
J18_S019371,배송확인
J19_S003307,환불요청
J18_S005123,불만제기
J17_S003281,서비스이용
J19_S034016,서비스이용
J19_S027211,환불요청
J19_S031817,불만제기
J18_S018970,배송확인
J19_S022865,환불요청
J19_S027642,환불요청
J16_S003453,서비스이용
J16_S001902,서비스이용
J16_S003201,서비스이용
J19_S026680,환불요청
J17_S002247,환불요청
J18_S000381,환불요청
J19_S033577,환불요청
J19_S015626,환불요청
J18_S006893,환불요청
J18_S003826,불만제기
J19_S028390,환불요청
J18_S005845,불만제기
J19_S013603,환불요청
J18_S011515,교환반품
J19_S007495,환불요청
J17_S006486,구매진행
J18_S020080,환불요청
J18_S008187,환불요청
J19_S030276,환불요청
J19_S003576,환불요청
J19_S017770,구매진행
J17_S005339,서비스이용
J17_S006048,서비스이용
J19_S024990,불만제기
J17_S000205,서비스이용
J17_S004211,서비스이용
J19_S033457,환불요청
J18_S014834,교환반품
J18_S016799,환불요청
J18_S010188,불만제기
J19_S032545,환불요청
J19_S026782,환불요청
J19_S008779,서비스이용
J19_S014158,환불요청
J19_S036047,환불요청
J18_S022703,배송확인
J19_S013977,환불요청
J19_S035368,구매진행
J19_S035255,불만제기
J18_S015836,불만제기
J16_S000912,서비스이용
J16_S000605,서비스이용
J19_S029226,주문취소
J19_S024089,환불요청
J19_S014740,환불요청
J19_S015040,주문취소
J18_S011696,불만제기
J17_S001118,서비스이용
J18_S022301,환불요청
J19_S015703,주문취소
J18_S015917,교환반품
J19_S005047,환불요청
J19_S008616,불만제기
J19_S019884,환불요청
J19_S017689,환불요청
J18_S016560,교환반품
J18_S019020,교환반품
J19_S026905,구매진행
J18_S009408,주문취소
J19_S023107,환불요청
J19_S029182,주문취소
J16_S000120,서비스이용
J19_S024344,환불요청
J19_S032693,불만제기
J16_S000073,서비스이용
J17_S005519,서비스이용
J18_S003365,불만제기
J18_S007456,배송확인
J17_S006443,서비스이용
J19_S036653,주문취소
J19_S033144,환불요청
J19_S004721,배송확인
J19_S007281,환불요청
J19_S036475,배송확인
J18_S019507,환불요청
J18_S010118,교환반품
J18_S013279,배송확인
J18_S001051,환불요청
J19_S015953,구매진행
J18_S003711,환불요청
J19_S033607,환불요청
J18_S010604,배송확인
J18_S013371,불만제기
J19_S037285,불만제기
J18_S005955,교환반품
J19_S022679,환불요청
J19_S015782,주문취소
J17_S005642,서비스이용
J18_S004634,불만제기
J18_S005740,불만제기
J18_S014705,환불요청
J19_S002990,서비스이용
J18_S017350,서비스이용
J19_S014690,환불요청
J18_S001413,교환반품
J19_S009487,주문취소
J19_S036537,환불요청
J19_S017468,구매진행
J19_S008798,환불요청
J18_S016152,교환반품
J16_S003236,서비스이용
J17_S002542,서비스이용
J17_S005635,서비스이용
J18_S019533,배송확인
J18_S009117,교환반품
J16_S005160,서비스이용
J18_S020190,교환반품
J19_S037935,환불요청
J18_S012833,배송확인
J18_S010472,불만제기
J18_S009959,환불요청
J17_S004585,서비스이용
J19_S001770,환불요청
J19_S033957,교환반품
J18_S011722,환불요청
J19_S011437,환불요청
J19_S033547,불만제기
J19_S005964,구매진행
J18_S005412,교환반품
J19_S001825,환불요청
J17_S000984,서비스이용
J16_S000943,서비스이용
J18_S012524,교환반품
J17_S006413,불만제기
J18_S019458,배송확인
J16_S001165,서비스이용
J18_S020940,환불요청
J19_S031585,교환반품
J18_S020510,서비스이용
J18_S019729,불만제기
J19_S029345,불만제기
J18_S007969,환불요청
J19_S005260,주문취소
J17_S000067,불만제기
J19_S022221,구매진행
J17_S002850,서비스이용
J19_S012747,구매진행
J19_S037696,불만제기
J18_S021726,환불요청
J18_S022529,구매진행
J19_S011231,서비스이용
J19_S019833,환불요청
J18_S007769,환불요청
J17_S003809,서비스이용
J19_S011251,환불요청
J18_S017533,교환반품
J18_S020129,환불요청
J18_S019383,배송확인
J19_S031754,구매진행
J19_S025974,환불요청
J19_S018485,환불요청
J19_S031123,교환반품
J19_S018771,환불요청
J18_S000403,배송확인
J17_S006456,서비스이용
J18_S015735,서비스이용
J19_S029307,불만제기
J18_S014201,환불요청
J19_S006757,환불요청
J19_S007860,주문취소
J19_S002096,구매진행
J19_S002898,환불요청
J18_S019109,교환반품
J18_S019660,환불요청
J19_S001370,환불요청
J18_S002567,교환반품
J17_S002133,서비스이용
J18_S014785,불만제기
J18_S019227,교환반품
J19_S028473,구매진행
J19_S022921,환불요청
J19_S025354,환불요청
J18_S021926,구매진행
J19_S032394,환불요청
J17_S000070,서비스이용
J19_S017067,환불요청
J16_S005269,서비스이용
J18_S014929,불만제기
J16_S000899,서비스이용
J17_S006719,서비스이용
J19_S022689,환불요청
J19_S033856,불만제기
J19_S005991,환불요청
J18_S015421,배송확인
J19_S013321,환불요청
J18_S006100,불만제기
J18_S004667,배송확인
J19_S012558,환불요청
J19_S016107,환불요청
J19_S035103,환불요청
J18_S004345,교환반품
J18_S014119,환불요청
J18_S001300,불만제기
J16_S000875,서비스이용
J18_S015434,불만제기
J18_S009984,배송확인
J18_S013817,환불요청
J18_S009091,불만제기
J19_S007770,서비스이용
J18_S013764,교환반품
J19_S026072,구매진행
J18_S004863,교환반품
J19_S024828,구매진행
J16_S000418,서비스이용
J18_S022098,교환반품
J16_S001046,서비스이용
J19_S016078,환불요청
J18_S017654,교환반품
J19_S027048,환불요청
J18_S021200,배송확인
J19_S019216,불만제기
J18_S013923,환불요청
J19_S036894,불만제기
J19_S031573,불만제기
J19_S014001,환불요청
J17_S006153,구매진행
J19_S015224,환불요청
J18_S007393,배송확인
J18_S012478,배송확인
J19_S002278,구매진행
J16_S002089,서비스이용
J16_S002708,서비스이용
J18_S012768,배송확인
J17_S004501,서비스이용
J18_S009618,교환반품
J19_S009620,환불요청
J18_S001623,배송확인
J16_S000042,서비스이용
J18_S006815,교환반품
J19_S036878,서비스이용
J19_S021932,구매진행
J18_S019018,배송확인
J18_S005215,교환반품
J16_S003081,서비스이용
J19_S006114,환불요청
J19_S017611,구매진행
J19_S001695,서비스이용
J18_S015317,교환반품
J19_S038178,교환반품
J19_S019611,환불요청
J18_S002741,환불요청
J17_S005724,서비스이용
J19_S038279,배송확인
J19_S007719,환불요청
J16_S005555,서비스이용
J19_S001481,서비스이용
J19_S024849,환불요청
J18_S006575,환불요청
J18_S017047,환불요청
J17_S001299,서비스이용
J17_S006643,서비스이용
J16_S001639,서비스이용
J17_S001607,서비스이용
J19_S002608,주문취소
J17_S005029,서비스이용
J18_S007412,배송확인
J17_S003098,서비스이용
J18_S002017,배송확인
J18_S009034,교환반품
J19_S003555,서비스이용
J19_S011736,구매진행
J19_S015683,구매진행
J18_S014310,배송확인
J19_S007442,구매진행
J19_S010944,환불요청
J19_S025167,환불요청
J19_S025509,환불요청
J19_S036436,구매진행
J19_S011903,환불요청
J19_S034874,환불요청
J18_S022136,환불요청
J18_S021310,서비스이용
J16_S002942,서비스이용
J18_S010307,교환반품
J17_S000363,서비스이용
J18_S018731,환불요청
J19_S011349,서비스이용
J19_S038216,환불요청
J19_S020039,서비스이용
J18_S008723,교환반품
J18_S015153,환불요청
J19_S032165,구매진행
J16_S001802,서비스이용
J19_S025248,환불요청
J18_S002360,교환반품
J19_S016006,불만제기
J18_S013351,환불요청
J18_S018885,환불요청
J19_S020469,서비스이용
J19_S005774,환불요청
J18_S000155,환불요청
J19_S030671,배송확인
J18_S018075,교환반품
J18_S018073,배송확인
J19_S005422,환불요청
J18_S002268,배송확인
J18_S023308,서비스이용
J18_S021510,불만제기
J19_S009067,환불요청
J18_S007441,환불요청
J19_S026015,환불요청
J18_S021375,환불요청
J19_S026227,환불요청
J19_S037568,구매진행
J19_S014160,서비스이용
J16_S001575,서비스이용
J19_S038302,교환반품
J19_S012514,환불요청
J19_S028379,구매진행
J19_S002443,환불요청
J18_S019861,교환반품
J19_S011500,환불요청
J18_S003260,배송확인
J19_S037397,환불요청
J19_S025754,환불요청
J19_S003204,불만제기
J19_S021094,환불요청
J19_S029318,교환반품
J18_S011026,배송확인
J19_S009040,환불요청
J19_S031954,환불요청
J17_S003517,서비스이용
J16_S002392,서비스이용
J19_S017022,환불요청
J18_S015506,환불요청
J19_S017748,불만제기
J18_S016948,불만제기
J17_S003805,서비스이용
J18_S007106,불만제기
J19_S025284,환불요청
J18_S003088,불만제기
J18_S004980,배송확인
J18_S015394,교환반품
J19_S001470,환불요청
J19_S029724,환불요청
J19_S014141,환불요청
J19_S029973,교환반품
J19_S034984,환불요청
J18_S007673,환불요청
J18_S002403,배송확인
J17_S002344,서비스이용
J18_S013091,서비스이용
J18_S011608,배송확인
J19_S011886,환불요청
J17_S001788,서비스이용
J17_S000706,서비스이용
J19_S036337,환불요청
J19_S021043,구매진행
J18_S003559,불만제기
J19_S026329,구매진행
J18_S015483,불만제기
J16_S002976,서비스이용
J17_S004167,서비스이용
J19_S023047,환불요청
J19_S006743,환불요청
J19_S019254,불만제기
J19_S027327,환불요청
J19_S012762,불만제기
J18_S003656,환불요청
J17_S005397,서비스이용
J19_S029619,환불요청
J19_S037349,환불요청
J18_S010273,교환반품
J19_S023084,환불요청
J18_S018621,교환반품
J19_S012621,환불요청
J18_S021164,교환반품
J19_S024529,환불요청
J16_S002166,서비스이용
J18_S011396,교환반품
J18_S015029,배송확인
J19_S024788,환불요청
J19_S017345,주문취소
J19_S017971,환불요청
J19_S018970,구매진행
J19_S018217,환불요청
J19_S031177,환불요청
J19_S021944,불만제기
J19_S034354,불만제기
J18_S022245,배송확인
J19_S009226,환불요청
J18_S017299,환불요청
J18_S013822,환불요청
J18_S010524,배송확인
J19_S001048,구매진행
J18_S005390,교환반품
J19_S005353,서비스이용
J19_S007041,환불요청
J17_S003106,서비스이용
J19_S004926,환불요청
J17_S001631,서비스이용
J19_S008663,서비스이용
J19_S004989,구매진행
J19_S029355,배송확인
J16_S004098,서비스이용
J19_S022118,불만제기
J16_S000821,불만제기
J18_S014714,환불요청
J19_S013752,환불요청
J18_S021701,배송확인
J18_S020937,배송확인
J19_S031867,주문취소
J16_S003556,서비스이용
J18_S001273,불만제기
J16_S002617,서비스이용
J18_S005876,환불요청
J18_S015514,환불요청
J19_S036916,서비스이용
J19_S036243,환불요청
J18_S014172,불만제기
J19_S013452,불만제기
J19_S020385,환불요청
J18_S006122,환불요청
J19_S007575,환불요청
J19_S031723,서비스이용
J18_S008036,불만제기
J19_S026217,환불요청
J18_S019349,불만제기
J19_S006178,환불요청
J19_S023137,구매진행
J18_S000521,배송확인
J16_S003271,서비스이용
J18_S018916,배송확인
J19_S021438,환불요청
J17_S005661,서비스이용
J19_S031087,배송확인
J19_S013515,구매진행
J19_S011107,환불요청
J19_S024999,주문취소
J19_S022564,환불요청
J19_S033125,환불요청
J18_S017471,불만제기
J18_S020405,교환반품
J18_S011408,환불요청
J18_S019050,환불요청
J18_S008903,배송확인
J18_S014456,교환반품
J18_S008072,환불요청
J16_S000129,서비스이용
J19_S002208,환불요청
J19_S013675,배송확인
J19_S032428,환불요청
J19_S000409,환불요청
J18_S017338,환불요청
J19_S037534,불만제기
J16_S001481,서비스이용
J19_S007833,환불요청
J19_S004149,서비스이용
J18_S017265,환불요청
J18_S004360,환불요청
J16_S001932,서비스이용
J19_S031296,환불요청
J19_S020115,환불요청
J17_S000768,서비스이용
J18_S003565,배송확인
J19_S020015,환불요청
J19_S000404,환불요청
J16_S000447,서비스이용
J18_S012132,교환반품
J19_S031493,불만제기
J18_S000669,교환반품
J18_S013603,환불요청
J17_S000098,서비스이용
J17_S006698,서비스이용
J19_S023435,불만제기
J18_S002795,배송확인
J19_S015774,환불요청
J16_S003396,서비스이용
J18_S001865,환불요청
J19_S028434,불만제기
J19_S024238,배송확인
J17_S000031,서비스이용
J18_S013732,교환반품
J16_S001163,서비스이용
J16_S002226,서비스이용
J16_S004511,서비스이용
J19_S018457,환불요청
J19_S037849,배송확인
J19_S019668,서비스이용
