call_id,gold_actual,A_N2_pred,A_N5_pred,unlock,shift,short,is_infopoor,layer
J19_S022641,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S022644,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S022664,구매진행,주문취소,환불요청,False,True,False,False,정보충분
J19_S022707,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S022719,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S022790,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S022811,서비스이용,구매진행,배송확인,False,True,False,False,정보충분
J19_S022866,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J19_S022988,주문취소,환불요청,환불요청,False,False,True,False,정보충분
J19_S023001,구매진행,환불요청,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023023,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023029,주문취소,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S023046,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S023055,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S023080,서비스이용,구매진행,배송확인,False,True,True,True,정보부족(infopoor)
J19_S023173,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S023176,서비스이용,배송확인,환불요청,False,True,False,False,정보충분
J19_S023182,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S023239,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S023261,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S023273,구매진행,주문취소,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023313,구매진행,환불요청,구매진행,True,True,True,True,정보부족(infopoor)
J19_S023329,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S023348,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S023349,구매진행,환불요청,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023401,구매진행,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S023428,구매진행,환불요청,배송확인,False,True,False,False,정보충분
J19_S023454,서비스이용,환불요청,환불요청,False,False,True,False,정보충분
J19_S023480,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S023488,주문취소,구매진행,환불요청,False,True,False,False,정보충분
J19_S023519,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S023547,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S023569,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S023574,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S023642,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023742,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S023751,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J19_S023823,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S023861,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S023934,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S023939,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S024054,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S024059,서비스이용,불만제기,환불요청,False,True,False,False,정보충분
J19_S024074,구매진행,서비스이용,배송확인,False,True,False,False,정보충분
J19_S024095,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S024134,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J19_S024206,서비스이용,환불요청,서비스이용,True,True,True,True,정보부족(infopoor)
J19_S024222,구매진행,환불요청,구매진행,True,True,True,True,정보부족(infopoor)
J19_S024249,구매진행,교환반품,교환반품,False,False,False,False,정보충분
J19_S024256,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S024313,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S024324,주문취소,배송확인,주문취소,True,True,True,True,정보부족(infopoor)
J19_S024330,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S024357,구매진행,불만제기,구매진행,True,True,False,True,정보부족(infopoor)
J19_S024378,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S024384,구매진행,환불요청,구매진행,True,True,False,True,정보부족(infopoor)
J19_S024414,주문취소,서비스이용,주문취소,True,True,True,True,정보부족(infopoor)
J19_S024423,구매진행,서비스이용,환불요청,False,True,False,False,정보충분
J19_S024451,구매진행,교환반품,교환반품,False,False,True,False,정보충분
J19_S024478,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J19_S024539,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S024623,구매진행,환불요청,구매진행,True,True,True,True,정보부족(infopoor)
J19_S024646,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S024670,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S024718,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S024780,주문취소,불만제기,배송확인,False,True,True,True,정보부족(infopoor)
J19_S024822,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S024836,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J19_S024950,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S024967,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S024999,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S025029,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S025049,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S025220,서비스이용,주문취소,배송확인,False,True,False,False,정보충분
J19_S025236,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S025290,주문취소,배송확인,주문취소,True,True,False,True,정보부족(infopoor)
J19_S025299,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S025303,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S025337,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S025338,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S025403,구매진행,환불요청,구매진행,True,True,False,True,정보부족(infopoor)
J19_S025434,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S025458,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S025499,서비스이용,주문취소,주문취소,False,False,False,False,정보충분
J19_S025523,서비스이용,교환반품,환불요청,False,True,True,True,정보부족(infopoor)
J19_S025563,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S025587,서비스이용,불만제기,불만제기,False,False,True,False,정보충분
J19_S025671,구매진행,배송확인,배송확인,False,False,True,False,정보충분
J19_S025729,서비스이용,불만제기,구매진행,False,True,False,False,정보충분
J19_S025760,구매진행,주문취소,주문취소,False,False,False,False,정보충분
J19_S025771,주문취소,배송확인,구매진행,False,True,False,False,정보충분
J19_S025801,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S025839,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S025855,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S025875,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S025882,구매진행,환불요청,환불요청,False,False,True,False,정보충분
J19_S025890,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S025893,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S026003,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S026018,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S026027,서비스이용,배송확인,구매진행,False,True,False,False,정보충분
J19_S026080,주문취소,서비스이용,구매진행,False,True,False,False,정보충분
J19_S026081,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S026118,구매진행,주문취소,구매진행,True,True,False,True,정보부족(infopoor)
J19_S026138,주문취소,구매진행,주문취소,True,True,True,True,정보부족(infopoor)
J19_S026146,구매진행,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S026206,주문취소,서비스이용,주문취소,True,True,False,True,정보부족(infopoor)
J19_S026216,교환반품,배송확인,교환반품,True,True,True,True,정보부족(infopoor)
J19_S026305,주문취소,배송확인,배송확인,False,False,False,False,정보충분
J19_S026351,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S026360,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J19_S026372,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S026427,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S026477,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S026501,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S026509,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S026526,서비스이용,교환반품,교환반품,False,False,False,False,정보충분
J19_S026557,주문취소,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S026572,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S026601,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S026613,서비스이용,구매진행,배송확인,False,True,False,False,정보충분
J19_S026621,구매진행,주문취소,주문취소,False,False,False,False,정보충분
J19_S026627,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S026667,주문취소,배송확인,주문취소,True,True,False,True,정보부족(infopoor)
J19_S026764,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S026774,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S026814,서비스이용,구매진행,환불요청,False,True,True,True,정보부족(infopoor)
J19_S026900,주문취소,서비스이용,주문취소,True,True,False,True,정보부족(infopoor)
J19_S026928,주문취소,구매진행,환불요청,False,True,False,False,정보충분
J19_S026990,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S027012,교환반품,구매진행,구매진행,False,False,False,False,정보충분
J19_S027059,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S027066,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S027123,구매진행,교환반품,교환반품,False,False,False,False,정보충분
J19_S027129,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S027140,주문취소,환불요청,배송확인,False,True,False,False,정보충분
J19_S027161,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S027215,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S027279,주문취소,배송확인,주문취소,True,True,True,True,정보부족(infopoor)
J19_S027330,구매진행,환불요청,구매진행,True,True,True,True,정보부족(infopoor)
J19_S027638,구매진행,환불요청,구매진행,True,True,False,True,정보부족(infopoor)
J19_S027669,구매진행,서비스이용,구매진행,True,True,True,True,정보부족(infopoor)
J19_S027718,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S027736,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S027835,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S027908,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S027985,구매진행,서비스이용,환불요청,False,True,True,True,정보부족(infopoor)
J19_S027991,구매진행,배송확인,배송확인,False,False,False,False,정보충분
J19_S028006,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S028030,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S028092,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S028111,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S028158,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S028183,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S028186,구매진행,교환반품,환불요청,False,True,False,False,정보충분
J19_S028216,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S028231,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S028237,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S028245,주문취소,구매진행,배송확인,False,True,False,False,정보충분
J19_S028285,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S028422,구매진행,주문취소,주문취소,False,False,True,False,정보충분
J19_S028427,교환반품,불만제기,교환반품,True,True,True,True,정보부족(infopoor)
J19_S028472,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S028473,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S028551,주문취소,환불요청,주문취소,True,True,False,True,정보부족(infopoor)
J19_S028599,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S028606,구매진행,배송확인,구매진행,True,True,False,True,정보부족(infopoor)
J19_S028669,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S028708,구매진행,환불요청,교환반품,False,True,False,False,정보충분
J19_S028899,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S028914,서비스이용,구매진행,배송확인,False,True,True,True,정보부족(infopoor)
J19_S028924,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S028982,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J19_S029065,서비스이용,주문취소,주문취소,False,False,False,False,정보충분
J19_S029077,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S029090,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S029182,주문취소,구매진행,주문취소,True,True,True,True,정보부족(infopoor)
J19_S029186,주문취소,서비스이용,구매진행,False,True,True,True,정보부족(infopoor)
J19_S029226,주문취소,서비스이용,구매진행,False,True,False,False,정보충분
J19_S029229,주문취소,교환반품,주문취소,True,True,True,True,정보부족(infopoor)
J19_S029332,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S029344,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S029351,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S029368,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J19_S029381,서비스이용,환불요청,구매진행,False,True,False,False,정보충분
J19_S029466,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S029467,교환반품,서비스이용,교환반품,True,True,True,True,정보부족(infopoor)
J19_S029497,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S029504,불만제기,교환반품,교환반품,False,False,True,False,정보충분
J19_S029519,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S029531,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S029549,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S029576,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S029639,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S029725,서비스이용,환불요청,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S029737,주문취소,환불요청,주문취소,True,True,False,True,정보부족(infopoor)
J19_S029770,교환반품,환불요청,배송확인,False,True,True,True,정보부족(infopoor)
J19_S029773,교환반품,환불요청,환불요청,False,False,False,False,정보충분
J19_S029795,서비스이용,배송확인,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S029801,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S029813,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S029822,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S029913,교환반품,주문취소,주문취소,False,False,False,False,정보충분
J19_S029921,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S029928,교환반품,서비스이용,배송확인,False,True,False,False,정보충분
J19_S029973,교환반품,환불요청,환불요청,False,False,False,False,정보충분
J19_S030006,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S030212,교환반품,배송확인,교환반품,True,True,True,True,정보부족(infopoor)
J19_S030338,교환반품,구매진행,배송확인,False,True,False,False,정보충분
J19_S030345,서비스이용,배송확인,교환반품,False,True,False,False,정보충분
J19_S030431,서비스이용,배송확인,배송확인,False,False,True,False,정보충분
J19_S030447,주문취소,배송확인,주문취소,True,True,True,True,정보부족(infopoor)
J19_S030450,주문취소,교환반품,교환반품,False,False,False,False,정보충분
J19_S030548,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S030559,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S030573,구매진행,서비스이용,환불요청,False,True,False,False,정보충분
J19_S030589,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S030656,교환반품,서비스이용,교환반품,True,True,True,True,정보부족(infopoor)
J19_S030658,교환반품,서비스이용,배송확인,False,True,True,True,정보부족(infopoor)
J19_S030698,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S030706,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S030797,서비스이용,구매진행,환불요청,False,True,False,False,정보충분
J19_S030820,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S030846,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S030878,교환반품,불만제기,불만제기,False,False,False,False,정보충분
J19_S030894,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S030911,구매진행,배송확인,배송확인,False,False,False,False,정보충분
J19_S030931,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S030959,교환반품,배송확인,교환반품,True,True,True,True,정보부족(infopoor)
J19_S030962,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S031014,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S031071,주문취소,구매진행,서비스이용,False,True,False,False,정보충분
J19_S031076,서비스이용,교환반품,서비스이용,True,True,True,True,정보부족(infopoor)
J19_S031083,주문취소,서비스이용,환불요청,False,True,True,True,정보부족(infopoor)
J19_S031085,교환반품,서비스이용,교환반품,True,True,False,True,정보부족(infopoor)
J19_S031123,교환반품,불만제기,불만제기,False,False,False,False,정보충분
J19_S031135,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S031162,주문취소,구매진행,환불요청,False,True,False,False,정보충분
J19_S031205,주문취소,배송확인,구매진행,False,True,False,False,정보충분
J19_S031321,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S031324,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S031337,서비스이용,불만제기,서비스이용,True,True,True,True,정보부족(infopoor)
J19_S031340,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S031342,구매진행,불만제기,구매진행,True,True,False,True,정보부족(infopoor)
J19_S031383,교환반품,구매진행,교환반품,True,True,False,True,정보부족(infopoor)
J19_S031444,서비스이용,교환반품,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S031447,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S031527,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S031562,구매진행,배송확인,배송확인,False,False,False,False,정보충분
J19_S031564,교환반품,서비스이용,배송확인,False,True,False,False,정보충분
J19_S031565,교환반품,배송확인,배송확인,False,False,True,False,정보충분
J19_S031575,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S031615,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S031649,교환반품,환불요청,주문취소,False,True,True,True,정보부족(infopoor)
J19_S031745,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S031754,구매진행,환불요청,환불요청,False,False,False,False,정보충분
J19_S031757,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S031764,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S031786,구매진행,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S031798,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S031867,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S031920,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S031934,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S031974,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S031978,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S032024,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S032030,주문취소,교환반품,교환반품,False,False,False,False,정보충분
J19_S032033,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S032075,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S032109,주문취소,배송확인,주문취소,True,True,False,True,정보부족(infopoor)
J19_S032129,주문취소,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S032131,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S032132,주문취소,배송확인,배송확인,False,False,True,False,정보충분
J19_S032138,서비스이용,환불요청,환불요청,False,False,True,False,정보충분
J19_S032145,교환반품,서비스이용,교환반품,True,True,False,True,정보부족(infopoor)
J19_S032149,주문취소,환불요청,환불요청,False,False,True,False,정보충분
J19_S032156,주문취소,배송확인,주문취소,True,True,False,True,정보부족(infopoor)
J19_S032212,서비스이용,교환반품,배송확인,False,True,False,False,정보충분
J19_S032258,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S032365,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S032380,불만제기,환불요청,환불요청,False,False,False,False,정보충분
J19_S032432,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S032437,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S032465,주문취소,교환반품,주문취소,True,True,False,True,정보부족(infopoor)
J19_S032490,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S032502,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S032527,주문취소,환불요청,환불요청,False,False,False,False,정보충분
J19_S032550,교환반품,서비스이용,교환반품,True,True,True,True,정보부족(infopoor)
J19_S032582,주문취소,배송확인,배송확인,False,False,True,False,정보충분
J19_S032604,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S032641,주문취소,불만제기,주문취소,True,True,True,True,정보부족(infopoor)
J19_S032643,교환반품,구매진행,배송확인,False,True,False,False,정보충분
J19_S032650,교환반품,배송확인,구매진행,False,True,False,False,정보충분
J19_S032741,교환반품,환불요청,교환반품,True,True,False,True,정보부족(infopoor)
J19_S032767,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S032848,주문취소,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S032850,주문취소,교환반품,주문취소,True,True,False,True,정보부족(infopoor)
J19_S032888,구매진행,환불요청,서비스이용,False,True,False,False,정보충분
J19_S032889,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S032991,교환반품,불만제기,불만제기,False,False,False,False,정보충분
J19_S033137,서비스이용,주문취소,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S033171,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S033172,교환반품,불만제기,불만제기,False,False,False,False,정보충분
J19_S033176,서비스이용,불만제기,배송확인,False,True,False,False,정보충분
J19_S033221,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033229,교환반품,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S033230,교환반품,환불요청,환불요청,False,False,False,False,정보충분
J19_S033236,구매진행,서비스이용,환불요청,False,True,True,True,정보부족(infopoor)
J19_S033284,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033340,교환반품,배송확인,서비스이용,False,True,False,False,정보충분
J19_S033349,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S033377,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033384,주문취소,배송확인,주문취소,True,True,True,True,정보부족(infopoor)
J19_S033392,교환반품,환불요청,환불요청,False,False,False,False,정보충분
J19_S033416,주문취소,구매진행,서비스이용,False,True,False,False,정보충분
J19_S033489,교환반품,불만제기,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033497,주문취소,구매진행,구매진행,False,False,False,False,정보충분
J19_S033502,구매진행,배송확인,구매진행,True,True,False,True,정보부족(infopoor)
J19_S033510,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033528,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S033531,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S033539,교환반품,배송확인,배송확인,False,False,True,False,정보충분
J19_S033541,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S033547,불만제기,서비스이용,불만제기,True,True,True,True,정보부족(infopoor)
J19_S033558,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S033571,교환반품,배송확인,배송확인,False,False,True,False,정보충분
J19_S033581,주문취소,구매진행,주문취소,True,True,False,True,정보부족(infopoor)
J19_S033591,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S033595,서비스이용,불만제기,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S033632,교환반품,구매진행,배송확인,False,True,True,True,정보부족(infopoor)
J19_S033635,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S033637,구매진행,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S033692,서비스이용,불만제기,불만제기,False,False,False,False,정보충분
J19_S033694,교환반품,불만제기,배송확인,False,True,False,False,정보충분
J19_S033812,교환반품,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S033825,교환반품,배송확인,교환반품,True,True,True,True,정보부족(infopoor)
J19_S033886,서비스이용,배송확인,배송확인,False,False,False,False,정보충분
J19_S033910,교환반품,구매진행,교환반품,True,True,True,True,정보부족(infopoor)
J19_S033912,교환반품,불만제기,교환반품,True,True,False,True,정보부족(infopoor)
J19_S033979,서비스이용,구매진행,서비스이용,True,True,True,True,정보부족(infopoor)
J19_S033980,주문취소,구매진행,주문취소,True,True,True,True,정보부족(infopoor)
J19_S034016,서비스이용,구매진행,서비스이용,True,True,False,True,정보부족(infopoor)
J19_S034040,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S034105,교환반품,불만제기,불만제기,False,False,True,False,정보충분
J19_S034112,교환반품,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S034140,주문취소,불만제기,불만제기,False,False,True,False,정보충분
J19_S034142,구매진행,불만제기,구매진행,True,True,False,True,정보부족(infopoor)
J19_S034151,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S034160,주문취소,서비스이용,구매진행,False,True,False,False,정보충분
J19_S034230,교환반품,환불요청,교환반품,True,True,False,True,정보부족(infopoor)
J19_S034239,교환반품,서비스이용,서비스이용,False,False,True,False,정보충분
J19_S034248,교환반품,불만제기,교환반품,True,True,True,True,정보부족(infopoor)
J19_S034259,교환반품,환불요청,교환반품,True,True,False,True,정보부족(infopoor)
J19_S034266,서비스이용,구매진행,구매진행,False,False,True,False,정보충분
J19_S034309,교환반품,배송확인,교환반품,True,True,False,True,정보부족(infopoor)
J19_S034334,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S034391,교환반품,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S034397,서비스이용,환불요청,환불요청,False,False,False,False,정보충분
J19_S034416,구매진행,환불요청,주문취소,False,True,False,False,정보충분
J19_S034492,구매진행,서비스이용,구매진행,True,True,False,True,정보부족(infopoor)
J19_S034509,주문취소,서비스이용,서비스이용,False,False,False,False,정보충분
J19_S034575,구매진행,환불요청,교환반품,False,True,False,False,정보충분
J19_S034608,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S034695,교환반품,배송확인,배송확인,False,False,False,False,정보충분
J19_S034702,교환반품,배송확인,배송확인,False,False,True,False,정보충분
J19_S034704,서비스이용,구매진행,구매진행,False,False,False,False,정보충분
J19_S034717,교환반품,환불요청,환불요청,False,False,False,False,정보충분
